id,name,types,tags,evolution,scale,bio,hp,atk,def,s.atk,spd,rank,move1,move2,move3,move4,move5,locked
92,sunglint,primal,ovine,,0.7,Sunglint's halo is a persistent static charge that holds itself in position above its head regardless of movement. It cannot be touched - objects pass through it with a mild tingle and the halo simply reforms.,29,33,13,10,15,A,Headbutt Charge,Concussive Blow,Primal Howl,Wool Wrap,Headbutt Bleat,
251,sunpillar,primal,,sunpillar; sunflicker,0.6,"Sunpillar's loop antennae absorb light and store it throughout the day, releasing it as a soft sustained glow at night. The loops dim at precisely the rate the day's sunlight duration would predict.",33,27,13,14,13,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
267,sunwhorl,primal,floral,,1,"Sunwhorl's belly sunflower opens and closes on a strict cycle that cannot be disrupted by covering it - internal signals continue the cycle regardless of external light. It is, in a specific sense, its own sunrise.",30,32,12,13,13,A,Knuckle Down,Instinct Slash,Primal Roar,Petal Shower,Bloom Aura,
269,tangeling,flora,harvest,,0.7,"Tangeling's tangerines ripen and drop seasonally, being replaced immediately by new buds - but the timing of each drop is entirely unpredictable. The only warning is a slight lean in the direction of whichever one is about to fall.",24,15,14,34,13,B,Web Snare,Petal Hurricane,Verdant Torrent,Pulp Burst,Juicy Splash,
264,tanglato,flora,harvest,veglet; tanglato,0.8,Tanglato wraps itself in twine that it secretes and hardens over time - the innermost layers are decades old. Researchers believe there is an original soft creature somewhere inside that no one has ever seen.,29,13,14,30,14,B,Web Snare,Petal Hurricane,Verdant Torrent,Pulp Burst,Juicy Splash,Y
94,terrabud,primal,,,0.8,"Terrabud grows its own flower crown - the roses are rooted in its skull through pores and fed by its circulatory system. The crown blooms fully only when the fox is at complete ease, which isn't often.",31,28,12,15,14,B,Rough Tumble,Iron Will Strike,Savagery,Wild Haymaker,Bone Rattler,
95,thimbla,fae,,,0.6,Thimbla's helmet is not armor - it is a calcified shell it grew around its head for protection after an incident it refuses to describe. The pink ribbons were added later for reasons also not disclosed.,12,11,37,26,14,B,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm,
122,thornowl,terra,cactoid; avian,,0.7,"Thornowl's spines are not defensive - they're sensory, detecting air pressure changes that indicate approaching weather or moving prey. The succulent it clutches is not food but a comfort object it carries everywhere.",30,11,33,13,13,B,Earth Veil,Stonewall Smash,Magma Crust,Spine Volley,Needle Rush,
135,thunderhoof,volt,equine,,1,"Thunderhoof's hooves generate electrical charge through a piezoelectric effect as they strike the ground - the harder it runs, the greater the voltage. A full gallop produces enough electricity to power a moderate lightning strike.",13,13,16,27,31,B,Thunder Jab,Voltbeam,Overload,Hoofstrike,Gallop Charge,Y
54,tideking,water,,,1,Tideking's crown is formed from compressed salt crystals accumulated over decades of deep ocean travel - the mineral deposits form the crown shape naturally through a process that takes at least fifty years to complete.,14,13,15,33,25,B,Brineblast,Crashing Wave,Mist Veil,Pearl Burst,Undertow,
164,topbloom,flora,floral,,1,"Topbloom's hat-flowers reorient themselves toward sunlight regardless of which direction Topbloom is facing, occasionally creating the appearance of a creature running away from its own hat.",23,13,13,39,12,A,Root Bind,Bloom Burst,Chloro Slash,Petal Shower,Bloom Aura,
49,trickstor,dark,,trickstor;voidgrin,0.6,Trickstor's wide grin contains more teeth than its jaw should geometrically allow. Counting them takes longer than expected and always produces a different result.,14,30,14,14,28,B,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,
234,trino,terra,bovine,,1,Trino's golden trident was cast from minerals dissolved in the seawater it has swum through for centuries - its body naturally deposited them into a mold it shaped by pressing heated sand. The process took forty years.,26,13,31,13,17,A,Boulder Barrage,Sandstorm Surge,Stone Bastion,Headbutt Bleat,Body Press Crush,
308,tristing,terra,,,0.6,"Tristing's spike horns are hollow and produce a resonant hum when wind passes through them at specific speeds - each horn a different pitch, creating a chord that other Tristings recognize from miles away.",24,15,31,17,13,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
298,tropinix,primal,avian,,0.7,Tropinix's rainbow wings are not iridescent - each section is a distinct pigmented feather type that absorbed different light wavelengths during growth. The pattern is determined by diet during the feathering phase.,33,30,14,12,11,A,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike,
285,turtmoss,terra,carapace,,1,"Turtmoss's shell hosts an ecosystem of mosses and lichens that actively camouflage it - the organisms shift moisture to alter their own color, matching the ground Turtmoss is standing on. The turtle contributes nothing to this process.",28,13,33,11,15,A,Boulder Barrage,Sandstorm Surge,Stone Bastion,Shell Bash,Withdraw Guard,Y
177,tuskara,ice,bovine,tusket; tuskara; mammolith,1,"Tuskara's tusks curve so dramatically that their tips point almost directly backward, making them nearly useless as forward-facing weapons but extraordinarily effective at hooking into rocky surfaces for climbing.",16,12,28,31,13,A,Cryo Snap,Tundra Crash,Snowdrift Veil,Headbutt Bleat,Body Press Crush,Y
176,tusket,ice,bovine,tusket; tuskara; mammolith,0.7,"Tusket's golden tusks are adult-sized relative to its still-growing body, making them disproportionately heavy. It has compensated by developing extraordinarily strong neck muscles, giving it a silhouette of perpetual readiness.",11,12,30,33,14,B,Frost Claw,Crystal Lance,Permafrost,Headbutt Bleat,Body Press Crush,Y
337,tuskurrent,ice,,,1.1,Tuskurrent's tusks are hollow and connected to internal water chambers - it can expel water through them at high pressure for up to thirty seconds before needing to submerge and refill.,11,13,29,32,15,A,Icicle Spear,Subzero Pulse,Frost Armor,Avalanche Rush,Hailstone Burst,
180,twihoot,dark,avian,churu; twihoot,0.8,"Twihoot's pink eyes glow in response to sound rather than light - the louder the environment, the brighter they shine. In total silence, they go completely dark and Twihoot navigates by memory.",16,32,16,11,25,B,Shadow Lunge,Nightfall Pulse,Curse Mark,Gale Dive,Talon Strike,Y
260,ursteel,terra,ursine; mech,,1.2,"Ursteel's armor is not worn - it is its skin, hardened over millennia into articulated metal plates through a mineralization process that begins at birth and never fully stops. Older Ursteel individuals barely bend.",32,15,29,11,13,A,Gravel Pelt,Rockslide,Sinkhole,Maul,Bear Hug,Y
63,veglet,flora,harvest,veglet; tanglato,0.5,Veglet's leaf hat is regrown every season from a bud on its scalp - the new leaf is always slightly larger than the last. Geologists have estimated Veglet's age by the hat's current diameter.,26,16,11,34,13,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash,
121,veilor,dark,,,0.8,"Veilor's lantern casts light in the opposite direction from wherever it points - held left, light goes right; held overhead, it illuminates the floor. Veilor navigates perfectly. Everyone else finds it deeply inconvenient.",15,26,13,14,32,B,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,
96,vinecrest,primal,,,0.8,"Vinecrest's grape vines bear fruit on a cycle linked to its emotional state rather than season - a contented Vinecrest can be identified by heavy clusters of ripe grapes. Stressed individuals produce only unripe, sour ones.",33,31,13,11,12,A,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
314,voidgrin,dark,,trickstor;voidgrin,0.7,"Voidgrin's smile is its most prominent feature even in complete darkness, remaining the only visible part of it when all other light fails. What exactly lights the smile has not been identified.",14,27,11,11,37,A,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw,
167,voidlocust,dark,,,0.9,"Voidlocust's armor panels overlap in a configuration that lets it seal itself completely airtight - inside, it maintains a pressurized atmosphere distinct from the surrounding environment. Whatever is in there stays there.",16,31,13,12,28,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,
156,volcorto,fire,carapace,shelltorch; volcorto,1,Volcorto's shell vents are not decorative - they channel superheated gas generated by its volcanic digestion process. The fire it expels is a metabolic byproduct and occurs regardless of whether Volcorto intends it.,20,20,23,13,24,A,Singe,Magma Punch,Blaze Aura,Shell Bash,Withdraw Guard,
32,voltex,volt; ice,mech,,0.8,Voltex's helmet-shaped head is its actual skull - the bone grew disproportionately dense and dome-shaped as an adaptation. Its permanent grumpy expression is the result of that bone pressing down on its brow.,11,14,17,31,27,A,Thunder Jab,Voltbeam,Overload,Icicle Spear,Gear Grind,
100,waspkit,volt,,,0.8,"Waspkit's wings generate a high-frequency buzz that it cannot turn off - it is always audible before it is visible, a fact it finds objectionable. The buzz changes pitch based on its mood, which doesn't help.",10,14,16,26,34,B,Conductor Claw,Galvanic Slam,Shock Grid,Zap Cannon,Arc Surge,
235,webloom,fae,floral,,0.5,"Webloom's silk is pink and carries cherry blossom pollen embedded in the strands - things caught in its web get dusted in pollen, which eventually causes them to sneeze so hard they tear free. Webloom considers this a kindness.",14,11,31,32,12,B,Glimmer Touch,Pixie Blast,Enchant Wave,Petal Shower,Bloom Aura,
104,wiltroot,flora,floral,wiltseed; wiltroot,1.2,Wiltroot's sunflower head wilts when the creature is tired and rises when it's alert - an accurate external fatigue gauge that it cannot control. Other creatures have learned to read it like a signal flag.,32,11,14,30,13,S,Vine Lash,Leaf Blade,Spore Burst,Petal Shower,Bloom Aura,Y
99,wiltseed,flora,floral,wiltseed; wiltroot,0.6,"Wiltseed's sunflower is still at the bud stage and has not yet opened - researchers believe it blooms only once in the creature's life, marking a developmental transition. Wiltseed is unaware of this and simply waits.",32,13,13,30,12,B,Root Bind,Bloom Burst,Chloro Slash,Petal Shower,Bloom Aura,Y
284,woodfox,flora; fae,,soluna; woodfox,0.9,"Woodfox's leaf mane and tails shed entirely in autumn and regrow from spring buds each year - the regrowth takes exactly three weeks, during which Woodfox is notably less photogenic and clearly aware of this.",25,11,14,39,11,A,Pollen Guard,Seed Bomb,Briar Tangle,Petal Barrage,Nettle Sting,
159,wrapmaw,dark,feline,,1,"Wrapmaw's bandages are self-applied and refreshed regularly - they cover injuries that fully healed decades ago. It wraps them out of habit, and no amount of evidence that the wounds are gone has changed its practice.",13,28,12,11,36,B,Shade Siphon,Gloom Blast,Shadowstep,Pounce,Claw Flurry,
172,zapaca,fae; volt,,,0.8,"Zapaca's wool contains a natural electromagnetic weave - each fiber is a microscopic conductor that collectively stores charge during electrical storms. After a lightning strike nearby, its fleece sparks for hours.",12,14,32,28,14,A,Wisp Slash,Moonveil Pulse,Dreamweave,Conductor Claw,Stardust Surge,
326,zappra,volt,,,0.8,"Zappra's black stripes are conductors and the white ones are insulators - the plug-shaped tail discharges the electrical charge stored across its body. Without this periodic release, it begins to glow visibly.",13,15,11,28,33,B,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap,
127,zenari,water; fae,floral,koikoi; lotanari; zenari,1,"Zenari meditates for twenty-three hours a day, spending the remaining hour eating. The lotus on its head only blooms during meditation, sealing closed the moment it stops - which happens very quickly at mealtimes.",12,12,25,30,21,S,Brineblast,Crashing Wave,Mist Veil,Petal Barrage,Petal Shower,Y
44,zephyr,volt,,zephyr; zyphrax,0.6,"Zephyr's inner wing membrane glows orange from bioluminescent bacteria that colonized it in infancy. The bacteria glow, and Zephyr takes them everywhere they could never go alone - a relationship neither initiated but both seem happy with.",11,11,12,36,30,B,Spark Burst,Charge Crash,Dynamo Stance,Plasma Burst,Lightning Dash,
118,zestle,primal,avian; harvest,,0.9,"Zestle's body is composed almost entirely of hollow reeds - it weighs almost nothing and can be carried by moderate winds without resistance. The berries on its head are the densest part of it, functioning as ballast.",30,26,14,14,16,A,Headbutt Charge,Concussive Blow,Primal Howl,Gale Dive,Talon Strike,
162,zoggo,primal,,,0.6,"Zoggo's wide grin is structurally fixed - the lower jaw can descend but not close past a certain point, leaving it in a perpetual smile even while sleeping. This has created several misunderstandings.",35,27,12,12,14,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
3,zyphrax,volt,avian,zephyr; zyphrax,0.9,"Zyphrax's orange wing undersides generate heat during flight, creating a warm downdraft beneath it that smaller birds exploit to gain altitude for free. Zyphrax ignores them entirely.",12,13,11,30,34,A,Spark Burst,Charge Crash,Dynamo Stance,Gale Dive,Talon Strike,
